entry,at,order
"""NotNa @ xab-egRwTG"" folds",2021-07-02T04:52:56.611Z,162520157661100
"""not Krish @ p0RkKY2sKx"" posts a big blind of 0.20",2021-07-02T04:52:52.365Z,162520157236506
"""Zek @ TkiNIriU_5"" posts a small blind of 0.10",2021-07-02T04:52:52.365Z,162520157236505
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (8.45) | #6 ""not Krish @ p0RkKY2sKx"" (34.69) | #10 ""NotNa @ xab-egRwTG"" (16.86)",2021-07-02T04:52:52.365Z,162520157236501
"-- starting hand #80  (No Limit Texas Hold'em) (dealer: ""NotNa @ xab-egRwTG"") --",2021-07-02T04:52:52.365Z,162520157236500
"""NotNa @ xab-egRwTG"" shows a 6♦, A♠.",2021-07-02T04:52:49.899Z,162520156989900
"""not Krish @ p0RkKY2sKx"" shows a 8♦, 2♣.",2021-07-02T04:52:48.814Z,162520156881400
"-- ending hand #79 --",2021-07-02T04:52:48.054Z,162520156805402
"""not Krish @ p0RkKY2sKx"" collected 1.80 from pot",2021-07-02T04:52:48.054Z,162520156805401
"Uncalled bet of 1.35 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T04:52:48.054Z,162520156805400
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:52:47.248Z,162520156724800
"""NotNa @ xab-egRwTG"" folds",2021-07-02T04:52:46.397Z,162520156639700
"""not Krish @ p0RkKY2sKx"" bets 1.35",2021-07-02T04:52:35.118Z,162520155511800
"""Zek @ TkiNIriU_5"" checks",2021-07-02T04:52:32.323Z,162520155232300
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:52:31.472Z,162520155147200
"Flop:  [8♥, 10♠, 9♥]",2021-07-02T04:52:24.769Z,162520154476900
"""Zek @ TkiNIriU_5"" calls 0.60",2021-07-02T04:52:23.955Z,162520154395500
"""NotNa @ xab-egRwTG"" calls 0.60",2021-07-02T04:52:21.506Z,162520154150600
"""not Krish @ p0RkKY2sKx"" raises to 0.60",2021-07-02T04:52:13.814Z,162520153381400
"""Zek @ TkiNIriU_5"" posts a big blind of 0.20",2021-07-02T04:52:10.173Z,162520153017306
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T04:52:10.173Z,162520153017305
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (9.05) | #6 ""not Krish @ p0RkKY2sKx"" (33.49) | #10 ""NotNa @ xab-egRwTG"" (17.46)",2021-07-02T04:52:10.173Z,162520153017301
"-- starting hand #79  (No Limit Texas Hold'em) (dealer: ""not Krish @ p0RkKY2sKx"") --",2021-07-02T04:52:10.173Z,162520153017300
"-- ending hand #78 --",2021-07-02T04:52:04.129Z,162520152412903
"""not Krish @ p0RkKY2sKx"" shows a 2♦, 7♣.",2021-07-02T04:52:04.129Z,162520152412902
"""NotNa @ xab-egRwTG"" collected 0.40 from pot with Pair, K's (combination: K♥, K♣, 10♥, 8♣, 7♦)",2021-07-02T04:52:04.129Z,162520152412901
"""NotNa @ xab-egRwTG"" shows a 8♣, 7♦.",2021-07-02T04:52:04.129Z,162520152412900
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:52:03.322Z,162520152332200
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:52:02.269Z,162520152226900
"River: 4♦, K♥, 10♥, 6♦ [K♣]",2021-07-02T04:52:00.789Z,162520152078900
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:51:59.981Z,162520151998100
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:51:56.398Z,162520151639800
"Turn: 4♦, K♥, 10♥ [6♦]",2021-07-02T04:51:41.130Z,162520150113000
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:51:40.318Z,162520150031800
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:51:39.277Z,162520149927700
"Flop:  [4♦, K♥, 10♥]",2021-07-02T04:51:37.438Z,162520149743800
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:51:36.627Z,162520149662700
"""not Krish @ p0RkKY2sKx"" calls 0.20",2021-07-02T04:51:29.355Z,162520148935500
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:51:24.017Z,162520148401700
"""NotNa @ xab-egRwTG"" posts a big blind of 0.20",2021-07-02T04:51:22.545Z,162520148254506
"""not Krish @ p0RkKY2sKx"" posts a small blind of 0.10",2021-07-02T04:51:22.545Z,162520148254505
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (9.05) | #6 ""not Krish @ p0RkKY2sKx"" (33.69) | #10 ""NotNa @ xab-egRwTG"" (17.26)",2021-07-02T04:51:22.545Z,162520148254501
"-- starting hand #78  (No Limit Texas Hold'em) (dealer: ""Zek @ TkiNIriU_5"") --",2021-07-02T04:51:22.545Z,162520148254500
"""Zek @ TkiNIriU_5"" shows a 5♥, 8♥.",2021-07-02T04:51:20.129Z,162520148012900
"""not Krish @ p0RkKY2sKx"" shows a 2♣, 10♦.",2021-07-02T04:51:17.185Z,162520147718500
"-- ending hand #77 --",2021-07-02T04:51:15.495Z,162520147549502
"""NotNa @ xab-egRwTG"" collected 16.20 from pot with Full House, 8's over A's (combination: 8♦, 8♣, 8♠, A♦, A♣)",2021-07-02T04:51:15.495Z,162520147549501
"""NotNa @ xab-egRwTG"" shows a A♦, 8♦.",2021-07-02T04:51:15.495Z,162520147549500
"""not Krish @ p0RkKY2sKx"" calls 5.40",2021-07-02T04:51:14.684Z,162520147468400
"""NotNa @ xab-egRwTG"" raises to 5.40",2021-07-02T04:51:13.667Z,162520147366700
"""not Krish @ p0RkKY2sKx"" bets 2.70",2021-07-02T04:51:10.517Z,162520147051700
"River: A♣, 2♠, 8♣, 8♠ [2♥]",2021-07-02T04:51:04.948Z,162520146494800
"""NotNa @ xab-egRwTG"" calls 1.35",2021-07-02T04:51:04.141Z,162520146414100
"""not Krish @ p0RkKY2sKx"" bets 1.35",2021-07-02T04:51:02.081Z,162520146208100
"Turn: A♣, 2♠, 8♣ [8♠]",2021-07-02T04:50:59.324Z,162520145932400
"""NotNa @ xab-egRwTG"" calls 0.60",2021-07-02T04:50:58.516Z,162520145851600
"""not Krish @ p0RkKY2sKx"" bets 0.60",2021-07-02T04:50:56.508Z,162520145650800
"Flop:  [A♣, 2♠, 8♣]",2021-07-02T04:50:51.492Z,162520145149200
"""not Krish @ p0RkKY2sKx"" calls 0.70",2021-07-02T04:50:50.670Z,162520145067000
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:50:46.994Z,162520144699400
"""NotNa @ xab-egRwTG"" raises to 0.70",2021-07-02T04:50:45.700Z,162520144570000
"""not Krish @ p0RkKY2sKx"" posts a big blind of 0.20",2021-07-02T04:50:35.367Z,162520143536706
"""Zek @ TkiNIriU_5"" posts a small blind of 0.10",2021-07-02T04:50:35.367Z,162520143536705
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (9.15) | #6 ""not Krish @ p0RkKY2sKx"" (41.74) | #10 ""NotNa @ xab-egRwTG"" (9.11)",2021-07-02T04:50:35.367Z,162520143536701
"-- starting hand #77  (No Limit Texas Hold'em) (dealer: ""NotNa @ xab-egRwTG"") --",2021-07-02T04:50:35.367Z,162520143536700
"""not Krish @ p0RkKY2sKx"" shows a J♥, 5♠.",2021-07-02T04:50:32.742Z,162520143274200
"-- ending hand #76 --",2021-07-02T04:50:31.737Z,162520143173702
"""not Krish @ p0RkKY2sKx"" collected 0.50 from pot",2021-07-02T04:50:31.737Z,162520143173701
"Uncalled bet of 0.40 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T04:50:31.737Z,162520143173700
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:50:30.929Z,162520143092900
"""NotNa @ xab-egRwTG"" folds",2021-07-02T04:50:27.486Z,162520142748600
"""not Krish @ p0RkKY2sKx"" raises to 0.60",2021-07-02T04:50:24.390Z,162520142439000
"""Zek @ TkiNIriU_5"" posts a big blind of 0.20",2021-07-02T04:50:19.098Z,162520141909806
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T04:50:19.098Z,162520141909805
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (9.35) | #6 ""not Krish @ p0RkKY2sKx"" (41.44) | #10 ""NotNa @ xab-egRwTG"" (9.21)",2021-07-02T04:50:19.098Z,162520141909801
"-- starting hand #76  (No Limit Texas Hold'em) (dealer: ""not Krish @ p0RkKY2sKx"") --",2021-07-02T04:50:19.098Z,162520141909800
"-- ending hand #75 --",2021-07-02T04:50:16.148Z,162520141614802
"""Zek @ TkiNIriU_5"" collected 1.70 from pot",2021-07-02T04:50:16.148Z,162520141614801
"Uncalled bet of 0.80 returned to ""Zek @ TkiNIriU_5""",2021-07-02T04:50:16.148Z,162520141614800
"""NotNa @ xab-egRwTG"" folds",2021-07-02T04:50:15.341Z,162520141534100
"""Zek @ TkiNIriU_5"" bets 0.80",2021-07-02T04:50:10.066Z,162520141006600
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:50:01.763Z,162520140176300
"Flop:  [2♦, 9♦, Q♥]",2021-07-02T04:49:56.058Z,162520139605800
"""NotNa @ xab-egRwTG"" calls 0.80",2021-07-02T04:49:55.221Z,162520139522100
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T04:49:52.023Z,162520139202300
"""Zek @ TkiNIriU_5"" raises to 0.80",2021-07-02T04:49:50.670Z,162520139067000
"""NotNa @ xab-egRwTG"" posts a big blind of 0.20",2021-07-02T04:49:46.862Z,162520138686206
"""not Krish @ p0RkKY2sKx"" posts a small blind of 0.10",2021-07-02T04:49:46.862Z,162520138686205
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (8.45) | #6 ""not Krish @ p0RkKY2sKx"" (41.54) | #10 ""NotNa @ xab-egRwTG"" (10.01)",2021-07-02T04:49:46.862Z,162520138686201
"-- starting hand #75  (No Limit Texas Hold'em) (dealer: ""Zek @ TkiNIriU_5"") --",2021-07-02T04:49:46.862Z,162520138686200
"""not Krish @ p0RkKY2sKx"" shows a 4♠, 3♣.",2021-07-02T04:49:44.210Z,162520138421000
"""NotNa @ xab-egRwTG"" shows a K♦, 7♠.",2021-07-02T04:49:43.317Z,162520138331700
"-- ending hand #74 --",2021-07-02T04:49:42.549Z,162520138254902
"""NotNa @ xab-egRwTG"" collected 0.50 from pot",2021-07-02T04:49:42.549Z,162520138254901
"Uncalled bet of 9.51 returned to ""NotNa @ xab-egRwTG""",2021-07-02T04:49:42.549Z,162520138254900
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T04:49:41.741Z,162520138174100
"""NotNa @ xab-egRwTG"" bets 9.51 and go all in",2021-07-02T04:49:40.041Z,162520138004100
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:49:35.782Z,162520137578200
"River: 9♥, J♠, 6♠, 8♥ [5♥]",2021-07-02T04:49:35.671Z,162520137567100
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:49:34.866Z,162520137486600
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:49:33.967Z,162520137396700
"Turn: 9♥, J♠, 6♠ [8♥]",2021-07-02T04:49:32.977Z,162520137297700
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:49:32.170Z,162520137217000
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:49:31.266Z,162520137126600
"Flop:  [9♥, J♠, 6♠]",2021-07-02T04:49:27.558Z,162520136755800
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:49:26.751Z,162520136675100
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:49:24.139Z,162520136413900
"""NotNa @ xab-egRwTG"" calls 0.20",2021-07-02T04:49:23.286Z,162520136328600
"""not Krish @ p0RkKY2sKx"" posts a big blind of 0.20",2021-07-02T04:49:11.405Z,162520135140506
"""Zek @ TkiNIriU_5"" posts a small blind of 0.10",2021-07-02T04:49:11.405Z,162520135140505
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (8.55) | #6 ""not Krish @ p0RkKY2sKx"" (41.74) | #10 ""NotNa @ xab-egRwTG"" (9.71)",2021-07-02T04:49:11.405Z,162520135140501
"-- starting hand #74  (No Limit Texas Hold'em) (dealer: ""NotNa @ xab-egRwTG"") --",2021-07-02T04:49:11.405Z,162520135140500
"""NotNa @ xab-egRwTG"" shows a A♣, J♣.",2021-07-02T04:49:05.628Z,162520134562800
"-- ending hand #73 --",2021-07-02T04:49:04.882Z,162520134488202
"""not Krish @ p0RkKY2sKx"" collected 7.60 from pot with Full House, 6's over 2's (combination: 6♣, 6♦, 6♥, 2♣, 2♦)",2021-07-02T04:49:04.882Z,162520134488201
"""not Krish @ p0RkKY2sKx"" shows a 4♣, 2♣.",2021-07-02T04:49:04.882Z,162520134488200
"""NotNa @ xab-egRwTG"" calls 1.20",2021-07-02T04:49:04.074Z,162520134407400
"""not Krish @ p0RkKY2sKx"" bets 1.20",2021-07-02T04:49:01.584Z,162520134158400
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:48:57.760Z,162520133776000
"River: 2♦, K♦, 6♣, 6♦ [6♥]",2021-07-02T04:48:52.126Z,162520133212600
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T04:48:51.318Z,162520133131800
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:48:49.789Z,162520132978900
"Turn: 2♦, K♦, 6♣ [6♦]",2021-07-02T04:48:45.469Z,162520132546900
"""NotNa @ xab-egRwTG"" calls 1.30",2021-07-02T04:48:44.662Z,162520132466200
"""not Krish @ p0RkKY2sKx"" bets 1.30",2021-07-02T04:48:40.013Z,162520132001300
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:48:36.789Z,162520131678900
"Flop:  [2♦, K♦, 6♣]",2021-07-02T04:48:34.141Z,162520131414100
"""not Krish @ p0RkKY2sKx"" calls 1.20",2021-07-02T04:48:33.334Z,162520131333400
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:48:32.076Z,162520131207600
"""NotNa @ xab-egRwTG"" raises to 1.20",2021-07-02T04:48:30.311Z,162520131031100
"""not Krish @ p0RkKY2sKx"" raises to 0.60",2021-07-02T04:48:25.111Z,162520130511100
"""Zek @ TkiNIriU_5"" posts a big blind of 0.20",2021-07-02T04:48:20.419Z,162520130041906
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T04:48:20.419Z,162520130041905
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (8.75) | #6 ""not Krish @ p0RkKY2sKx"" (37.84) | #10 ""NotNa @ xab-egRwTG"" (13.41)",2021-07-02T04:48:20.419Z,162520130041901
"-- starting hand #73  (No Limit Texas Hold'em) (dealer: ""not Krish @ p0RkKY2sKx"") --",2021-07-02T04:48:20.419Z,162520130041900
"""not Krish @ p0RkKY2sKx"" shows a J♥, 5♥.",2021-07-02T04:48:18.254Z,162520129825400
"""NotNa @ xab-egRwTG"" shows a 6♥, A♥.",2021-07-02T04:48:17.085Z,162520129708500
"-- ending hand #72 --",2021-07-02T04:48:16.090Z,162520129609002
"""NotNa @ xab-egRwTG"" collected 6.00 from pot",2021-07-02T04:48:16.090Z,162520129609001
"Uncalled bet of 1.80 returned to ""NotNa @ xab-egRwTG""",2021-07-02T04:48:16.090Z,162520129609000
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T04:48:15.283Z,162520129528300
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:48:00.976Z,162520128097600
"""NotNa @ xab-egRwTG"" raises to 3.60",2021-07-02T04:48:00.130Z,162520128013000
"""not Krish @ p0RkKY2sKx"" bets 1.80",2021-07-02T04:47:56.857Z,162520127685700
"Flop:  [A♦, 5♠, Q♠]",2021-07-02T04:47:53.501Z,162520127350100
"""NotNa @ xab-egRwTG"" calls 0.80",2021-07-02T04:47:52.669Z,162520127266900
"""not Krish @ p0RkKY2sKx"" calls 0.80",2021-07-02T04:47:50.367Z,162520127036700
"""Zek @ TkiNIriU_5"" raises to 0.80",2021-07-02T04:47:48.947Z,162520126894700
"""NotNa @ xab-egRwTG"" posts a big blind of 0.20",2021-07-02T04:47:42.416Z,162520126241606
"""not Krish @ p0RkKY2sKx"" posts a small blind of 0.10",2021-07-02T04:47:42.416Z,162520126241605
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (9.55) | #6 ""not Krish @ p0RkKY2sKx"" (40.44) | #10 ""NotNa @ xab-egRwTG"" (10.01)",2021-07-02T04:47:42.416Z,162520126241601
"-- starting hand #72  (No Limit Texas Hold'em) (dealer: ""Zek @ TkiNIriU_5"") --",2021-07-02T04:47:42.416Z,162520126241600
"-- ending hand #71 --",2021-07-02T04:47:39.499Z,162520125949902
"""not Krish @ p0RkKY2sKx"" collected 0.20 from pot",2021-07-02T04:47:39.499Z,162520125949901
"Uncalled bet of 0.10 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T04:47:39.499Z,162520125949900
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:47:38.676Z,162520125867600
"""NotNa @ xab-egRwTG"" folds",2021-07-02T04:47:33.885Z,162520125388500
"""not Krish @ p0RkKY2sKx"" posts a big blind of 0.20",2021-07-02T04:47:22.370Z,162520124237006
"""Zek @ TkiNIriU_5"" posts a small blind of 0.10",2021-07-02T04:47:22.370Z,162520124237005
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (9.65) | #6 ""not Krish @ p0RkKY2sKx"" (40.34) | #10 ""NotNa @ xab-egRwTG"" (10.01)",2021-07-02T04:47:22.370Z,162520124237001
"-- starting hand #71  (No Limit Texas Hold'em) (dealer: ""NotNa @ xab-egRwTG"") --",2021-07-02T04:47:22.370Z,162520124237000
"""not Krish @ p0RkKY2sKx"" shows a 5♠, Q♦.",2021-07-02T04:47:19.304Z,162520123930400
"""NotNa @ xab-egRwTG"" shows a 10♣, K♦.",2021-07-02T04:47:18.429Z,162520123842900
"-- ending hand #70 --",2021-07-02T04:47:18.054Z,162520123805402
"""NotNa @ xab-egRwTG"" collected 1.95 from pot",2021-07-02T04:47:18.054Z,162520123805401
"Uncalled bet of 1.95 returned to ""NotNa @ xab-egRwTG""",2021-07-02T04:47:18.054Z,162520123805400
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T04:47:17.247Z,162520123724700
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:47:10.764Z,162520123076400
"""NotNa @ xab-egRwTG"" bets 1.95",2021-07-02T04:47:09.694Z,162520122969400
"Flop:  [4♥, K♣, 5♣]",2021-07-02T04:47:05.218Z,162520122521800
"""not Krish @ p0RkKY2sKx"" calls 0.65",2021-07-02T04:47:04.384Z,162520122438400
"""Zek @ TkiNIriU_5"" calls 0.65",2021-07-02T04:47:03.190Z,162520122319000
"""NotNa @ xab-egRwTG"" raises to 0.65",2021-07-02T04:47:00.859Z,162520122085900
"""not Krish @ p0RkKY2sKx"" calls 0.20",2021-07-02T04:46:57.553Z,162520121755300
"""Zek @ TkiNIriU_5"" posts a big blind of 0.20",2021-07-02T04:46:54.770Z,162520121477006
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T04:46:54.770Z,162520121477005
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (10.30) | #6 ""not Krish @ p0RkKY2sKx"" (40.99) | #10 ""NotNa @ xab-egRwTG"" (8.71)",2021-07-02T04:46:54.770Z,162520121477001
"-- starting hand #70  (No Limit Texas Hold'em) (dealer: ""not Krish @ p0RkKY2sKx"") --",2021-07-02T04:46:54.770Z,162520121477000
"-- ending hand #69 --",2021-07-02T04:46:51.855Z,162520121185502
"""Zek @ TkiNIriU_5"" collected 0.50 from pot",2021-07-02T04:46:51.855Z,162520121185501
"Uncalled bet of 0.60 returned to ""Zek @ TkiNIriU_5""",2021-07-02T04:46:51.855Z,162520121185500
"""NotNa @ xab-egRwTG"" folds",2021-07-02T04:46:51.048Z,162520121104800
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T04:46:50.075Z,162520121007500
"""Zek @ TkiNIriU_5"" raises to 0.80",2021-07-02T04:46:48.776Z,162520120877600
"""NotNa @ xab-egRwTG"" posts a big blind of 0.20",2021-07-02T04:46:45.467Z,162520120546706
"""not Krish @ p0RkKY2sKx"" posts a small blind of 0.10",2021-07-02T04:46:45.467Z,162520120546705
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (10.00) | #6 ""not Krish @ p0RkKY2sKx"" (41.09) | #10 ""NotNa @ xab-egRwTG"" (8.91)",2021-07-02T04:46:45.467Z,162520120546701
"-- starting hand #69  (No Limit Texas Hold'em) (dealer: ""Zek @ TkiNIriU_5"") --",2021-07-02T04:46:45.467Z,162520120546700
"-- ending hand #68 --",2021-07-02T04:46:42.523Z,162520120252302
"""Zek @ TkiNIriU_5"" collected 0.40 from pot",2021-07-02T04:46:42.523Z,162520120252301
"Uncalled bet of 0.60 returned to ""Zek @ TkiNIriU_5""",2021-07-02T04:46:42.523Z,162520120252300
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T04:46:41.715Z,162520120171500
"""Zek @ TkiNIriU_5"" raises to 0.80",2021-07-02T04:46:40.290Z,162520120029000
"""NotNa @ xab-egRwTG"" folds",2021-07-02T04:46:35.739Z,162520119573900
"""not Krish @ p0RkKY2sKx"" posts a big blind of 0.20",2021-07-02T04:46:16.961Z,162520117696106
"""Zek @ TkiNIriU_5"" posts a small blind of 0.10",2021-07-02T04:46:16.961Z,162520117696105
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (9.80) | #6 ""not Krish @ p0RkKY2sKx"" (41.29) | #10 ""NotNa @ xab-egRwTG"" (8.91)",2021-07-02T04:46:16.961Z,162520117696101
"-- starting hand #68  (No Limit Texas Hold'em) (dealer: ""NotNa @ xab-egRwTG"") --",2021-07-02T04:46:16.961Z,162520117696100
"-- ending hand #67 --",2021-07-02T04:46:14.035Z,162520117403502
"""NotNa @ xab-egRwTG"" collected 0.40 from pot",2021-07-02T04:46:14.035Z,162520117403501
"Uncalled bet of 8.51 returned to ""NotNa @ xab-egRwTG""",2021-07-02T04:46:14.035Z,162520117403500
"""Zek @ TkiNIriU_5"" folds",2021-07-02T04:46:13.229Z,162520117322900
"""NotNa @ xab-egRwTG"" raises to 8.71 and go all in",2021-07-02T04:46:08.839Z,162520116883900
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T04:46:06.878Z,162520116687800
"""Zek @ TkiNIriU_5"" posts a big blind of 0.20",2021-07-02T04:46:04.781Z,162520116478107
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T04:46:04.781Z,162520116478106
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (10.00) | #6 ""not Krish @ p0RkKY2sKx"" (41.29) | #10 ""NotNa @ xab-egRwTG"" (8.71)",2021-07-02T04:46:04.781Z,162520116478102
"-- starting hand #67  (No Limit Texas Hold'em) (dealer: ""not Krish @ p0RkKY2sKx"") --",2021-07-02T04:46:04.781Z,162520116478101
"The player ""Zek @ TkiNIriU_5"" joined the game with a stack of 10.00.",2021-07-02T04:46:04.781Z,162520116478100
"""not Krish @ p0RkKY2sKx"" shows a 2♥, 7♣.",2021-07-02T04:46:03.373Z,162520116337300
"""NotNa @ xab-egRwTG"" shows a Q♠, Q♥.",2021-07-02T04:46:01.569Z,162520116156900
"-- ending hand #66 --",2021-07-02T04:46:00.466Z,162520116046602
"""NotNa @ xab-egRwTG"" collected 0.40 from pot",2021-07-02T04:46:00.466Z,162520116046601
"Uncalled bet of 8.31 returned to ""NotNa @ xab-egRwTG""",2021-07-02T04:46:00.466Z,162520116046600
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T04:45:59.660Z,162520115966000
"The admin approved the player ""Zek @ TkiNIriU_5"" participation with a stack of 10.00.",2021-07-02T04:45:58.768Z,162520115876801
"The player ""Zek @ TkiNIriU_5"" requested a seat.",2021-07-02T04:45:58.768Z,162520115876800
"""NotNa @ xab-egRwTG"" raises to 8.51 and go all in",2021-07-02T04:45:57.823Z,162520115782300
"""not Krish @ p0RkKY2sKx"" posts a big blind of 0.20",2021-07-02T04:45:54.403Z,162520115440306
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T04:45:54.403Z,162520115440305
"Player stacks: #6 ""not Krish @ p0RkKY2sKx"" (41.49) | #10 ""NotNa @ xab-egRwTG"" (8.51)",2021-07-02T04:45:54.403Z,162520115440302
"-- starting hand #66  (No Limit Texas Hold'em) (dealer: ""NotNa @ xab-egRwTG"") --",2021-07-02T04:45:54.403Z,162520115440301
"The player ""Zek @ TkiNIriU_5"" quits the game with a stack of 0.00.",2021-07-02T04:45:54.403Z,162520115440300
"-- ending hand #65 --",2021-07-02T04:45:48.381Z,162520114838102
"""not Krish @ p0RkKY2sKx"" collected 32.16 from pot with Full House, 5's over A's (combination: 5♣, 5♥, 5♠, A♥, A♠)",2021-07-02T04:45:48.381Z,162520114838101
"""not Krish @ p0RkKY2sKx"" collected 9.33 from pot with Full House, 5's over A's (combination: 5♣, 5♥, 5♠, A♥, A♠)",2021-07-02T04:45:48.381Z,162520114838100
"River: 5♣, 5♥, A♠, 5♠ [8♠]",2021-07-02T04:45:44.353Z,162520114435300
"""NotNa @ xab-egRwTG"" shows a 10♠, 10♣.",2021-07-02T04:45:40.309Z,162520114030902
"""not Krish @ p0RkKY2sKx"" shows a J♦, A♥.",2021-07-02T04:45:40.309Z,162520114030901
"""Zek @ TkiNIriU_5"" shows a J♥, J♠.",2021-07-02T04:45:40.309Z,162520114030900
"""not Krish @ p0RkKY2sKx"" calls 11.42 and go all in",2021-07-02T04:45:39.469Z,162520113946900
"""NotNa @ xab-egRwTG"" raises to 11.42 and go all in",2021-07-02T04:45:38.382Z,162520113838200
"""not Krish @ p0RkKY2sKx"" bets 9.32",2021-07-02T04:45:35.169Z,162520113516900
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:45:31.286Z,162520113128600
"Turn: 5♣, 5♥, A♠ [5♠]",2021-07-02T04:45:27.070Z,162520112707000
"""NotNa @ xab-egRwTG"" calls 4.66",2021-07-02T04:45:26.263Z,162520112626300
"""not Krish @ p0RkKY2sKx"" bets 4.66",2021-07-02T04:45:24.572Z,162520112457200
"""NotNa @ xab-egRwTG"" checks",2021-07-02T04:45:20.185Z,162520112018500
"Flop:  [5♣, 5♥, A♠]",2021-07-02T04:45:14.182Z,162520111418200
"""NotNa @ xab-egRwTG"" calls 3.11",2021-07-02T04:45:13.373Z,162520111337300
"""not Krish @ p0RkKY2sKx"" calls 3.11",2021-07-02T04:45:12.470Z,162520111247000
"""Zek @ TkiNIriU_5"" raises to 3.11 and go all in",2021-07-02T04:45:10.484Z,162520111048400
"""NotNa @ xab-egRwTG"" raises to 1.00",2021-07-02T04:45:04.686Z,162520110468600
"""not Krish @ p0RkKY2sKx"" raises to 0.60",2021-07-02T04:45:00.303Z,162520110030300
"""Zek @ TkiNIriU_5"" posts a big blind of 0.20",2021-07-02T04:44:56.154Z,162520109615406
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T04:44:56.154Z,162520109615405
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (3.11) | #6 ""not Krish @ p0RkKY2sKx"" (19.19) | #10 ""NotNa @ xab-egRwTG"" (27.70)",2021-07-02T04:44:56.154Z,162520109615401
"-- starting hand #65  (No Limit Texas Hold'em) (dealer: ""not Krish @ p0RkKY2sKx"") --",2021-07-02T04:44:56.154Z,162520109615400
"""not Krish @ p0RkKY2sKx"" shows a 4♣, Q♥.",2021-07-02T04:44:53.055Z,162520109305500
"""NotNa @ xab-egRwTG"" shows a K♥, 5♥.",2021-07-02T04:44:52.286Z,162520109228600
"-- ending hand #64 --",2021-07-02T04:44:51.839Z,162520109183902
"""NotNa @ xab-egRwTG"" collected 1.60 from pot",2021-07-02T04:44:51.839Z,162520109183901
